StudentId,QuestionType,Answered,CorrectCount,CorrectRate
3239,MCQ,25,2.0,0.08
3239,ShortAnswer,7,5.0,0.714
3239,TrueFalse,18,10.0,0.556
3241,MCQ,26,5.0,0.192
3241,ShortAnswer,6,3.0,0.5
3241,TrueFalse,16,7.0,0.438
3243,MCQ,10,3.0,0.3
3243,TrueFalse,1,0.0,0.0
3246,MCQ,18,7.0,0.389
3246,ShortAnswer,8,6.0,0.75
3246,TrueFalse,7,4.0,0.571
3247,MCQ,19,5.0,0.263
3247,ShortAnswer,7,2.0,0.286
3247,TrueFalse,7,3.0,0.429
3248,MCQ,39,3.0,0.077
3248,ShortAnswer,11,4.0,0.364
3248,TrueFalse,15,9.0,0.6
3249,MCQ,39,8.0,0.205
3249,ShortAnswer,22,7.0,0.318
3249,TrueFalse,21,11.0,0.524
3253,MCQ,61,16.0,0.262
3253,ShortAnswer,21,13.0,0.619
3253,TrueFalse,13,6.0,0.462
3255,MCQ,20,4.0,0.2
3255,ShortAnswer,3,2.0,0.667
3255,TrueFalse,13,6.0,0.462
3263,MCQ,16,4.0,0.25
3263,ShortAnswer,3,1.0,0.333
3263,TrueFalse,5,2.0,0.4
3268,MCQ,23,6.0,0.261
3268,ShortAnswer,7,4.0,0.571
3268,TrueFalse,3,2.0,0.667
3272,MCQ,16,5.0,0.312
3272,ShortAnswer,5,1.0,0.2
3272,TrueFalse,5,4.0,0.8
3273,MCQ,24,4.0,0.167
3273,ShortAnswer,4,2.0,0.5
3273,TrueFalse,4,2.0,0.5
3284,MCQ,32,4.0,0.125
3284,ShortAnswer,7,4.0,0.571
3284,TrueFalse,9,5.0,0.556
3299,MCQ,52,12.0,0.231
3299,ShortAnswer,10,2.0,0.2
3299,TrueFalse,14,8.0,0.571
3306,MCQ,2,1.0,0.5
3306,ShortAnswer,2,1.0,0.5
3306,TrueFalse,5,4.0,0.8
3314,MCQ,33,9.0,0.273
3314,ShortAnswer,5,2.0,0.4
3314,TrueFalse,8,3.0,0.375
3316,MCQ,45,9.0,0.2
3316,ShortAnswer,8,3.0,0.375
3316,TrueFalse,27,8.0,0.296
3321,MCQ,35,9.0,0.257
3321,ShortAnswer,15,7.0,0.467
3321,TrueFalse,19,9.0,0.474
3323,MCQ,29,6.0,0.207
3323,ShortAnswer,12,7.0,0.583
3323,TrueFalse,11,3.0,0.273
3324,MCQ,62,14.0,0.226
3324,ShortAnswer,16,8.0,0.5
3324,TrueFalse,28,17.0,0.607
3330,MCQ,69,21.0,0.304
3330,ShortAnswer,4,0.0,0.0
3330,TrueFalse,21,10.0,0.476
3333,MCQ,51,8.0,0.157
3333,ShortAnswer,12,5.0,0.417
3333,TrueFalse,7,1.0,0.143
3336,MCQ,18,4.0,0.222
3336,ShortAnswer,2,0.0,0.0
3336,TrueFalse,4,0.0,0.0
3344,MCQ,54,21.0,0.389
3344,ShortAnswer,10,2.0,0.2
3344,TrueFalse,23,7.0,0.304
3357,MCQ,7,0.0,0.0
3357,ShortAnswer,1,0.0,0.0
3357,TrueFalse,2,1.0,0.5
3364,MCQ,39,13.0,0.333
3364,ShortAnswer,6,4.0,0.667
3364,TrueFalse,13,7.0,0.538
3365,MCQ,3,0.0,0.0
3365,ShortAnswer,4,2.0,0.5
3365,TrueFalse,3,0.0,0.0
3367,MCQ,47,11.0,0.234
3367,ShortAnswer,10,5.0,0.5
3367,TrueFalse,13,8.0,0.615
3378,MCQ,15,5.0,0.333
3378,ShortAnswer,6,3.0,0.5
3378,TrueFalse,8,3.0,0.375
3380,MCQ,57,17.0,0.298
3380,ShortAnswer,12,7.0,0.583
3380,TrueFalse,8,3.0,0.375
3383,MCQ,36,13.0,0.361
3383,ShortAnswer,10,4.0,0.4
3383,TrueFalse,15,8.0,0.533
3385,MCQ,1,0.0,0.0
3387,MCQ,69,13.0,0.188
3387,ShortAnswer,15,6.0,0.4
3387,TrueFalse,21,10.0,0.476
3389,MCQ,102,24.0,0.235
3389,ShortAnswer,10,5.0,0.5
3389,TrueFalse,24,11.0,0.458
3400,MCQ,72,13.0,0.181
3400,ShortAnswer,8,5.0,0.625
3400,TrueFalse,15,10.0,0.667
3413,MCQ,11,4.0,0.364
3413,TrueFalse,6,4.0,0.667
3414,MCQ,38,10.0,0.263
3414,ShortAnswer,8,4.0,0.5
3414,TrueFalse,13,6.0,0.462
3415,MCQ,49,9.0,0.184
3415,ShortAnswer,4,3.0,0.75
3415,TrueFalse,10,5.0,0.5
3418,MCQ,26,3.0,0.115
3418,ShortAnswer,7,5.0,0.714
3418,TrueFalse,9,5.0,0.556
3421,MCQ,19,5.0,0.263
3421,ShortAnswer,4,4.0,1.0
3421,TrueFalse,5,3.0,0.6
3423,MCQ,74,18.0,0.243
3423,ShortAnswer,27,8.0,0.296
3423,TrueFalse,25,10.0,0.4
3426,MCQ,34,4.0,0.118
3426,ShortAnswer,4,2.0,0.5
3426,TrueFalse,10,3.0,0.3
3427,MCQ,16,5.0,0.312
3427,ShortAnswer,5,2.0,0.4
3427,TrueFalse,1,0.0,0.0
3429,MCQ,43,15.0,0.349
3429,ShortAnswer,11,7.0,0.636
3429,TrueFalse,13,8.0,0.615
3430,MCQ,2,0.0,0.0
3430,ShortAnswer,1,1.0,1.0
3430,TrueFalse,1,1.0,1.0
3431,MCQ,22,6.0,0.273
3431,ShortAnswer,4,2.0,0.5
3431,TrueFalse,8,6.0,0.75
3438,MCQ,60,23.0,0.383
3438,ShortAnswer,18,12.0,0.667
3438,TrueFalse,18,7.0,0.389
3441,MCQ,41,6.0,0.146
3441,ShortAnswer,12,5.0,0.417
3441,TrueFalse,14,5.0,0.357
3448,MCQ,30,8.0,0.267
3448,ShortAnswer,5,2.0,0.4
3448,TrueFalse,17,11.0,0.647
3449,MCQ,53,13.0,0.245
3449,ShortAnswer,13,6.0,0.462
3449,TrueFalse,13,5.0,0.385
3451,MCQ,50,10.0,0.2
3451,ShortAnswer,11,2.0,0.182
3451,TrueFalse,13,5.0,0.385
3452,MCQ,72,22.0,0.306
3452,ShortAnswer,20,11.0,0.55
3452,TrueFalse,12,7.0,0.583
3454,MCQ,45,9.0,0.2
3454,ShortAnswer,16,8.0,0.5
3454,TrueFalse,15,6.0,0.4
3455,MCQ,6,2.0,0.333
3455,TrueFalse,2,1.0,0.5
3456,MCQ,4,0.0,0.0
3456,ShortAnswer,3,1.0,0.333
3456,TrueFalse,1,1.0,1.0
3461,MCQ,26,9.0,0.346
3461,ShortAnswer,9,3.0,0.333
3461,TrueFalse,8,5.0,0.625
3465,MCQ,37,10.0,0.27
3465,ShortAnswer,9,6.0,0.667
3465,TrueFalse,19,9.0,0.474
3468,MCQ,61,14.0,0.23
3468,ShortAnswer,17,9.0,0.529
3468,TrueFalse,12,7.0,0.583
3469,MCQ,28,6.0,0.214
3469,ShortAnswer,11,3.0,0.273
3469,TrueFalse,3,1.0,0.333
3477,MCQ,50,9.0,0.18
3477,ShortAnswer,14,8.0,0.571
3477,TrueFalse,15,6.0,0.4
3481,MCQ,73,13.0,0.178
3481,ShortAnswer,11,7.0,0.636
3481,TrueFalse,9,5.0,0.556
3485,MCQ,42,10.0,0.238
3485,ShortAnswer,4,2.0,0.5
3485,TrueFalse,8,3.0,0.375
3487,MCQ,52,13.0,0.25
3487,ShortAnswer,25,17.0,0.68
3487,TrueFalse,24,11.0,0.458
3492,MCQ,24,3.0,0.125
3492,ShortAnswer,11,6.0,0.545
3492,TrueFalse,1,1.0,1.0
3493,MCQ,16,5.0,0.312
3493,ShortAnswer,2,0.0,0.0
3493,TrueFalse,5,4.0,0.8
3496,MCQ,18,4.0,0.222
3496,ShortAnswer,6,3.0,0.5
3496,TrueFalse,9,2.0,0.222
3504,MCQ,69,22.0,0.319
3504,ShortAnswer,10,5.0,0.5
3504,TrueFalse,7,4.0,0.571
3509,MCQ,73,13.0,0.178
3509,ShortAnswer,13,7.0,0.538
3509,TrueFalse,9,3.0,0.333
3515,MCQ,4,1.0,0.25
3515,ShortAnswer,1,0.0,0.0
3515,TrueFalse,4,2.0,0.5
3516,MCQ,6,0.0,0.0
3516,ShortAnswer,1,0.0,0.0
3516,TrueFalse,3,1.0,0.333
3518,MCQ,66,8.0,0.121
3518,ShortAnswer,14,7.0,0.5
3518,TrueFalse,21,10.0,0.476
3519,MCQ,39,14.0,0.359
3519,ShortAnswer,8,5.0,0.625
3519,TrueFalse,13,11.0,0.846
3528,MCQ,2,1.0,0.5
3528,ShortAnswer,1,1.0,1.0
3528,TrueFalse,3,1.0,0.333
3540,MCQ,18,6.0,0.333
3540,ShortAnswer,3,1.0,0.333
3542,MCQ,17,8.0,0.471
3542,ShortAnswer,2,2.0,1.0
3542,TrueFalse,13,9.0,0.692
3546,MCQ,41,10.0,0.244
3546,ShortAnswer,16,9.0,0.562
3546,TrueFalse,15,10.0,0.667
3549,MCQ,4,3.0,0.75
3552,MCQ,19,4.0,0.211
3552,ShortAnswer,5,5.0,1.0
3552,TrueFalse,3,2.0,0.667
3565,MCQ,26,6.0,0.231
3565,ShortAnswer,6,5.0,0.833
3565,TrueFalse,3,0.0,0.0
3568,MCQ,24,9.0,0.375
3568,ShortAnswer,13,7.0,0.538
3568,TrueFalse,9,4.0,0.444
3571,MCQ,28,6.0,0.214
3571,ShortAnswer,5,2.0,0.4
3571,TrueFalse,12,7.0,0.583
3572,MCQ,48,14.0,0.292
3572,ShortAnswer,10,4.0,0.4
3572,TrueFalse,10,4.0,0.4
3575,MCQ,36,8.0,0.222
3575,ShortAnswer,3,1.0,0.333
3575,TrueFalse,9,4.0,0.444
3576,MCQ,82,27.0,0.329
3576,ShortAnswer,11,7.0,0.636
3576,TrueFalse,12,8.0,0.667
3577,MCQ,27,8.0,0.296
3577,ShortAnswer,7,4.0,0.571
3577,TrueFalse,5,2.0,0.4
3579,MCQ,38,8.0,0.211
3579,ShortAnswer,7,5.0,0.714
3579,TrueFalse,17,10.0,0.588
3580,MCQ,12,3.0,0.25
3580,ShortAnswer,2,0.0,0.0
3580,TrueFalse,3,2.0,0.667
3585,MCQ,6,0.0,0.0
3585,ShortAnswer,2,0.0,0.0
3585,TrueFalse,2,0.0,0.0
3589,MCQ,32,8.0,0.25
3589,ShortAnswer,9,2.0,0.222
3589,TrueFalse,6,0.0,0.0
3590,MCQ,72,17.0,0.236
3590,ShortAnswer,15,9.0,0.6
3590,TrueFalse,8,4.0,0.5
3591,MCQ,19,3.0,0.158
3591,ShortAnswer,3,3.0,1.0
3591,TrueFalse,12,6.0,0.5
3593,MCQ,26,8.0,0.308
3593,ShortAnswer,8,4.0,0.5
3593,TrueFalse,10,5.0,0.5
3594,MCQ,68,19.0,0.279
3594,ShortAnswer,18,8.0,0.444
3594,TrueFalse,16,10.0,0.625
3595,MCQ,7,0.0,0.0
3595,ShortAnswer,1,1.0,1.0
3595,TrueFalse,1,0.0,0.0
3603,MCQ,23,4.0,0.174
3603,ShortAnswer,4,3.0,0.75
3603,TrueFalse,15,7.0,0.467
3605,MCQ,32,10.0,0.312
3605,ShortAnswer,19,9.0,0.474
3605,TrueFalse,11,5.0,0.455
3612,MCQ,37,13.0,0.351
3612,ShortAnswer,4,1.0,0.25
3612,TrueFalse,8,6.0,0.75
3625,MCQ,8,1.0,0.125
3625,ShortAnswer,6,3.0,0.5
3625,TrueFalse,4,1.0,0.25
3626,MCQ,23,2.0,0.087
3626,ShortAnswer,8,4.0,0.5
3626,TrueFalse,7,3.0,0.429
3639,MCQ,11,3.0,0.273
3639,ShortAnswer,4,3.0,0.75
3639,TrueFalse,1,0.0,0.0
3640,MCQ,12,3.0,0.25
3640,ShortAnswer,3,2.0,0.667
3640,TrueFalse,1,1.0,1.0
3642,MCQ,10,1.0,0.1
3642,ShortAnswer,4,3.0,0.75
3642,TrueFalse,6,0.0,0.0
3647,MCQ,38,11.0,0.289
3647,ShortAnswer,11,7.0,0.636
3647,TrueFalse,10,6.0,0.6
3652,MCQ,13,3.0,0.231
3652,ShortAnswer,1,1.0,1.0
3652,TrueFalse,6,2.0,0.333
3655,MCQ,34,9.0,0.265
3655,ShortAnswer,7,5.0,0.714
3655,TrueFalse,2,0.0,0.0
3657,MCQ,35,7.0,0.2
3657,ShortAnswer,6,4.0,0.667
3657,TrueFalse,7,4.0,0.571
3658,MCQ,36,10.0,0.278
3658,ShortAnswer,11,9.0,0.818
3658,TrueFalse,7,1.0,0.143
3660,MCQ,49,11.0,0.224
3660,ShortAnswer,22,7.0,0.318
3660,TrueFalse,18,7.0,0.389
3661,MCQ,4,0.0,0.0
3661,ShortAnswer,4,2.0,0.5
3661,TrueFalse,3,0.0,0.0
3671,MCQ,58,16.0,0.276
3671,ShortAnswer,13,7.0,0.538
3671,TrueFalse,23,10.0,0.435
3674,MCQ,75,15.0,0.2
3674,ShortAnswer,12,6.0,0.5
3674,TrueFalse,23,10.0,0.435
3675,MCQ,30,10.0,0.333
3675,ShortAnswer,16,9.0,0.562
3675,TrueFalse,26,17.0,0.654
3678,MCQ,3,1.0,0.333
3678,TrueFalse,1,0.0,0.0
3679,MCQ,14,5.0,0.357
3679,ShortAnswer,3,2.0,0.667
3679,TrueFalse,2,2.0,1.0
3682,MCQ,27,7.0,0.259
3682,ShortAnswer,8,3.0,0.375
3682,TrueFalse,10,4.0,0.4
3683,MCQ,22,4.0,0.182
3683,ShortAnswer,4,1.0,0.25
3683,TrueFalse,4,2.0,0.5
3688,MCQ,75,18.0,0.24
3688,ShortAnswer,16,12.0,0.75
3688,TrueFalse,15,4.0,0.267
3694,MCQ,42,15.0,0.357
3694,ShortAnswer,6,5.0,0.833
3694,TrueFalse,6,1.0,0.167
3696,MCQ,28,7.0,0.25
3696,ShortAnswer,7,3.0,0.429
3696,TrueFalse,3,1.0,0.333
3699,MCQ,17,3.0,0.176
3699,ShortAnswer,1,1.0,1.0
3699,TrueFalse,1,0.0,0.0
3702,MCQ,52,9.0,0.173
3702,ShortAnswer,8,7.0,0.875
3702,TrueFalse,20,9.0,0.45
3703,MCQ,63,14.0,0.222
3703,ShortAnswer,18,12.0,0.667
3703,TrueFalse,21,11.0,0.524
3705,MCQ,8,3.0,0.375
3705,ShortAnswer,2,1.0,0.5
3705,TrueFalse,3,2.0,0.667
3710,MCQ,15,7.0,0.467
3710,ShortAnswer,6,3.0,0.5
3710,TrueFalse,5,3.0,0.6
3717,MCQ,14,1.0,0.071
3717,ShortAnswer,2,2.0,1.0
3720,MCQ,63,20.0,0.317
3720,ShortAnswer,14,6.0,0.429
3720,TrueFalse,14,7.0,0.5
3724,MCQ,23,8.0,0.348
3724,ShortAnswer,2,1.0,0.5
3724,TrueFalse,8,2.0,0.25
3725,MCQ,50,20.0,0.4
3725,ShortAnswer,14,7.0,0.5
3725,TrueFalse,22,10.0,0.455
3727,MCQ,25,6.0,0.24
3727,ShortAnswer,6,4.0,0.667
3727,TrueFalse,9,3.0,0.333
3728,MCQ,30,5.0,0.167
3728,ShortAnswer,8,7.0,0.875
3728,TrueFalse,9,5.0,0.556
3730,MCQ,4,0.0,0.0
3731,MCQ,30,8.0,0.267
3731,ShortAnswer,8,5.0,0.625
3731,TrueFalse,14,9.0,0.643
3733,MCQ,23,6.0,0.261
3733,ShortAnswer,4,1.0,0.25
3733,TrueFalse,6,5.0,0.833
3738,MCQ,64,16.0,0.25
3738,ShortAnswer,19,12.0,0.632
3738,TrueFalse,26,16.0,0.615
3739,MCQ,30,6.0,0.2
3739,ShortAnswer,8,3.0,0.375
3739,TrueFalse,3,3.0,1.0
3743,MCQ,13,2.0,0.154
3743,TrueFalse,10,6.0,0.6
3746,MCQ,26,8.0,0.308
3746,ShortAnswer,6,2.0,0.333
3746,TrueFalse,8,5.0,0.625
3751,MCQ,6,1.0,0.167
3756,MCQ,16,6.0,0.375
3756,ShortAnswer,3,3.0,1.0
3756,TrueFalse,4,3.0,0.75
3758,MCQ,49,14.0,0.286
3758,ShortAnswer,3,2.0,0.667
3758,TrueFalse,9,1.0,0.111
3763,MCQ,16,2.0,0.125
3763,ShortAnswer,1,1.0,1.0
3763,TrueFalse,9,4.0,0.444
3764,MCQ,12,3.0,0.25
3764,ShortAnswer,4,1.0,0.25
3764,TrueFalse,4,2.0,0.5
3765,MCQ,46,16.0,0.348
3765,ShortAnswer,12,6.0,0.5
3765,TrueFalse,12,9.0,0.75
3767,MCQ,36,13.0,0.361
3767,ShortAnswer,11,3.0,0.273
3767,TrueFalse,9,4.0,0.444
3771,MCQ,29,12.0,0.414
3771,ShortAnswer,11,5.0,0.455
3771,TrueFalse,11,8.0,0.727
3773,MCQ,25,7.0,0.28
3773,ShortAnswer,5,4.0,0.8
3773,TrueFalse,15,7.0,0.467
3777,MCQ,32,8.0,0.25
3777,ShortAnswer,14,9.0,0.643
3777,TrueFalse,13,8.0,0.615
3779,MCQ,61,22.0,0.361
3779,ShortAnswer,14,9.0,0.643
3779,TrueFalse,18,9.0,0.5
3782,MCQ,9,2.0,0.222
3782,ShortAnswer,5,3.0,0.6
3782,TrueFalse,2,1.0,0.5
3787,MCQ,51,18.0,0.353
3787,ShortAnswer,10,6.0,0.6
3787,TrueFalse,12,4.0,0.333
3788,MCQ,40,5.0,0.125
3788,ShortAnswer,7,3.0,0.429
3788,TrueFalse,16,7.0,0.438
3793,MCQ,2,0.0,0.0
3793,ShortAnswer,1,0.0,0.0
3795,MCQ,2,1.0,0.5
3795,ShortAnswer,3,2.0,0.667
3795,TrueFalse,2,2.0,1.0
3797,MCQ,8,1.0,0.125
3797,ShortAnswer,1,1.0,1.0
3797,TrueFalse,2,0.0,0.0
3811,MCQ,46,5.0,0.109
3811,ShortAnswer,5,3.0,0.6
3811,TrueFalse,11,3.0,0.273
3817,MCQ,40,10.0,0.25
3817,ShortAnswer,10,6.0,0.6
3817,TrueFalse,10,7.0,0.7
3825,MCQ,40,12.0,0.3
3825,ShortAnswer,4,2.0,0.5
3825,TrueFalse,10,6.0,0.6
3826,MCQ,62,16.0,0.258
3826,ShortAnswer,12,7.0,0.583
3826,TrueFalse,15,8.0,0.533
3827,MCQ,12,4.0,0.333
3827,ShortAnswer,5,2.0,0.4
3827,TrueFalse,2,2.0,1.0
3828,MCQ,46,12.0,0.261
3828,ShortAnswer,15,7.0,0.467
3828,TrueFalse,16,5.0,0.312
3834,MCQ,9,3.0,0.333
3834,ShortAnswer,3,2.0,0.667
3834,TrueFalse,6,2.0,0.333
3835,MCQ,54,13.0,0.241
3835,ShortAnswer,13,6.0,0.462
3835,TrueFalse,12,6.0,0.5
3836,MCQ,64,13.0,0.203
3836,ShortAnswer,12,7.0,0.583
3836,TrueFalse,10,3.0,0.3
3839,MCQ,55,20.0,0.364
3839,ShortAnswer,17,7.0,0.412
3839,TrueFalse,19,13.0,0.684
3841,MCQ,47,13.0,0.277
3841,ShortAnswer,16,7.0,0.438
3841,TrueFalse,18,8.0,0.444
3847,MCQ,31,6.0,0.194
3847,ShortAnswer,7,1.0,0.143
3847,TrueFalse,5,0.0,0.0
3850,MCQ,37,9.0,0.243
3850,ShortAnswer,6,2.0,0.333
3850,TrueFalse,9,7.0,0.778
3852,MCQ,26,10.0,0.385
3852,ShortAnswer,11,4.0,0.364
3852,TrueFalse,13,6.0,0.462
3855,MCQ,38,10.0,0.263
3855,ShortAnswer,8,3.0,0.375
3855,TrueFalse,4,1.0,0.25
3859,MCQ,18,4.0,0.222
3859,ShortAnswer,4,1.0,0.25
3859,TrueFalse,7,4.0,0.571
3863,MCQ,25,3.0,0.12
3863,ShortAnswer,6,5.0,0.833
3863,TrueFalse,4,2.0,0.5
3870,MCQ,29,6.0,0.207
3870,ShortAnswer,7,4.0,0.571
3870,TrueFalse,8,5.0,0.625
3875,MCQ,76,20.0,0.263
3875,ShortAnswer,17,9.0,0.529
3875,TrueFalse,29,12.0,0.414
3877,MCQ,40,11.0,0.275
3877,ShortAnswer,2,1.0,0.5
3877,TrueFalse,9,4.0,0.444
3881,MCQ,45,14.0,0.311
3881,ShortAnswer,4,3.0,0.75
3881,TrueFalse,9,5.0,0.556
3882,MCQ,70,17.0,0.243
3882,ShortAnswer,17,9.0,0.529
3882,TrueFalse,20,12.0,0.6
3886,MCQ,23,6.0,0.261
3886,ShortAnswer,1,1.0,1.0
3886,TrueFalse,5,1.0,0.2
3895,MCQ,56,14.0,0.25
3895,ShortAnswer,10,6.0,0.6
3895,TrueFalse,13,6.0,0.462
3896,MCQ,19,3.0,0.158
3896,ShortAnswer,4,1.0,0.25
3896,TrueFalse,7,4.0,0.571
3899,MCQ,58,17.0,0.293
3899,ShortAnswer,14,7.0,0.5
3899,TrueFalse,10,4.0,0.4
3905,MCQ,34,10.0,0.294
3905,ShortAnswer,6,1.0,0.167
3905,TrueFalse,16,10.0,0.625
3910,MCQ,36,6.0,0.167
3910,ShortAnswer,10,8.0,0.8
3910,TrueFalse,10,6.0,0.6
3915,MCQ,15,2.0,0.133
3915,ShortAnswer,4,2.0,0.5
3915,TrueFalse,3,2.0,0.667
3918,MCQ,40,12.0,0.3
3918,ShortAnswer,6,2.0,0.333
3918,TrueFalse,10,6.0,0.6
3920,MCQ,12,2.0,0.167
3920,ShortAnswer,2,0.0,0.0
3920,TrueFalse,3,2.0,0.667
3923,MCQ,47,12.0,0.255
3923,ShortAnswer,10,4.0,0.4
3923,TrueFalse,11,5.0,0.455
3924,MCQ,31,13.0,0.419
3924,ShortAnswer,6,0.0,0.0
3924,TrueFalse,6,1.0,0.167
3934,MCQ,36,5.0,0.139
3934,ShortAnswer,8,5.0,0.625
3934,TrueFalse,10,3.0,0.3
3936,MCQ,53,16.0,0.302
3936,ShortAnswer,15,7.0,0.467
3936,TrueFalse,18,9.0,0.5
3937,MCQ,9,4.0,0.444
3937,ShortAnswer,5,1.0,0.2
3937,TrueFalse,8,4.0,0.5
3940,MCQ,59,13.0,0.22
3940,ShortAnswer,22,8.0,0.364
3940,TrueFalse,21,11.0,0.524
3942,MCQ,48,14.0,0.292
3942,ShortAnswer,14,6.0,0.429
3942,TrueFalse,11,8.0,0.727
3948,MCQ,59,19.0,0.322
3948,ShortAnswer,11,5.0,0.455
3948,TrueFalse,9,5.0,0.556
3949,MCQ,22,4.0,0.182
3949,ShortAnswer,9,5.0,0.556
3949,TrueFalse,4,3.0,0.75
3950,MCQ,38,12.0,0.316
3950,ShortAnswer,13,6.0,0.462
3950,TrueFalse,15,6.0,0.4
3953,MCQ,36,9.0,0.25
3953,ShortAnswer,9,5.0,0.556
3953,TrueFalse,12,9.0,0.75
3955,MCQ,54,14.0,0.259
3955,ShortAnswer,14,8.0,0.571
3955,TrueFalse,15,3.0,0.2
3957,MCQ,1,0.0,0.0
3957,ShortAnswer,1,1.0,1.0
3957,TrueFalse,4,1.0,0.25
3961,MCQ,31,11.0,0.355
3961,ShortAnswer,9,5.0,0.556
3961,TrueFalse,23,12.0,0.522
3963,MCQ,33,6.0,0.182
3963,ShortAnswer,11,6.0,0.545
3963,TrueFalse,11,8.0,0.727
3972,MCQ,31,7.0,0.226
3972,ShortAnswer,9,6.0,0.667
3972,TrueFalse,4,2.0,0.5
3973,MCQ,12,4.0,0.333
3973,TrueFalse,5,3.0,0.6
3974,MCQ,34,6.0,0.176
3974,ShortAnswer,7,4.0,0.571
3974,TrueFalse,5,1.0,0.2
3976,MCQ,14,4.0,0.286
3976,ShortAnswer,3,0.0,0.0
3976,TrueFalse,7,4.0,0.571
3980,MCQ,61,14.0,0.23
3980,ShortAnswer,12,3.0,0.25
3980,TrueFalse,20,10.0,0.5
3983,MCQ,3,0.0,0.0
3983,ShortAnswer,2,0.0,0.0
3983,TrueFalse,1,0.0,0.0
3985,MCQ,17,2.0,0.118
3985,ShortAnswer,1,1.0,1.0
3985,TrueFalse,4,1.0,0.25
3986,MCQ,35,11.0,0.314
3986,ShortAnswer,12,9.0,0.75
3986,TrueFalse,15,10.0,0.667
3996,ShortAnswer,1,1.0,1.0
3998,MCQ,11,5.0,0.455
3998,TrueFalse,1,1.0,1.0
4000,MCQ,32,14.0,0.438
4000,ShortAnswer,9,4.0,0.444
4000,TrueFalse,8,1.0,0.125
4001,MCQ,20,4.0,0.2
4001,ShortAnswer,9,3.0,0.333
4001,TrueFalse,4,1.0,0.25
4003,MCQ,37,8.0,0.216
4003,ShortAnswer,4,2.0,0.5
4003,TrueFalse,12,5.0,0.417
4004,MCQ,27,10.0,0.37
4004,ShortAnswer,4,2.0,0.5
4004,TrueFalse,2,0.0,0.0
4007,MCQ,31,13.0,0.419
4007,ShortAnswer,13,9.0,0.692
4007,TrueFalse,7,3.0,0.429
4010,MCQ,60,20.0,0.333
4010,ShortAnswer,11,6.0,0.545
4010,TrueFalse,18,9.0,0.5
4012,MCQ,7,2.0,0.286
4012,ShortAnswer,1,1.0,1.0
4012,TrueFalse,3,2.0,0.667
4014,MCQ,6,1.0,0.167
4014,ShortAnswer,1,1.0,1.0
4014,TrueFalse,4,2.0,0.5
4017,MCQ,69,18.0,0.261
4017,ShortAnswer,11,9.0,0.818
4017,TrueFalse,12,8.0,0.667
4026,MCQ,4,0.0,0.0
4026,TrueFalse,1,1.0,1.0
4038,MCQ,54,12.0,0.222
4038,ShortAnswer,4,2.0,0.5
4038,TrueFalse,9,6.0,0.667
4040,MCQ,64,19.0,0.297
4040,ShortAnswer,19,6.0,0.316
4040,TrueFalse,21,13.0,0.619
4041,MCQ,46,11.0,0.239
4041,ShortAnswer,8,4.0,0.5
4041,TrueFalse,9,2.0,0.222
4051,MCQ,56,15.0,0.268
4051,ShortAnswer,18,7.0,0.389
4051,TrueFalse,22,14.0,0.636
4052,MCQ,39,10.0,0.256
4052,ShortAnswer,4,1.0,0.25
4052,TrueFalse,10,6.0,0.6
4053,MCQ,22,6.0,0.273
4053,ShortAnswer,8,4.0,0.5
4053,TrueFalse,9,4.0,0.444
4054,MCQ,5,3.0,0.6
4054,ShortAnswer,1,1.0,1.0
4056,MCQ,24,4.0,0.167
4056,ShortAnswer,2,1.0,0.5
4056,TrueFalse,10,6.0,0.6
4057,MCQ,37,12.0,0.324
4057,ShortAnswer,10,3.0,0.3
4057,TrueFalse,13,7.0,0.538
4058,MCQ,23,6.0,0.261
4058,ShortAnswer,8,5.0,0.625
4058,TrueFalse,4,3.0,0.75
4072,MCQ,37,9.0,0.243
4072,ShortAnswer,9,5.0,0.556
4072,TrueFalse,25,13.0,0.52
4077,MCQ,47,6.0,0.128
4077,ShortAnswer,8,5.0,0.625
4077,TrueFalse,10,3.0,0.3
4080,MCQ,17,6.0,0.353
4080,ShortAnswer,2,2.0,1.0
4080,TrueFalse,4,2.0,0.5
4081,MCQ,11,4.0,0.364
4081,ShortAnswer,5,3.0,0.6
4081,TrueFalse,2,1.0,0.5
4087,MCQ,13,2.0,0.154
4087,ShortAnswer,1,1.0,1.0
4087,TrueFalse,4,2.0,0.5
4089,MCQ,35,7.0,0.2
4089,ShortAnswer,3,3.0,1.0
4089,TrueFalse,7,4.0,0.571
4091,MCQ,42,12.0,0.286
4091,ShortAnswer,12,4.0,0.333
4091,TrueFalse,14,9.0,0.643
4093,MCQ,60,16.0,0.267
4093,ShortAnswer,14,9.0,0.643
4093,TrueFalse,15,6.0,0.4
4098,MCQ,61,20.0,0.328
4098,ShortAnswer,10,8.0,0.8
4098,TrueFalse,25,14.0,0.56
4099,MCQ,15,5.0,0.333
4099,ShortAnswer,1,0.0,0.0
4099,TrueFalse,2,1.0,0.5
4101,MCQ,40,8.0,0.2
4101,ShortAnswer,10,5.0,0.5
4101,TrueFalse,9,5.0,0.556
4103,MCQ,38,14.0,0.368
4103,ShortAnswer,6,3.0,0.5
4103,TrueFalse,7,3.0,0.429
4105,MCQ,42,12.0,0.286
4105,ShortAnswer,11,8.0,0.727
4105,TrueFalse,5,3.0,0.6
4109,MCQ,27,8.0,0.296
