CreatedById,Id,Title,ActivityType,DifficultyLevel,TotalStudents,CompletionRate,AvgProgress,AvgTimeMinutes,TimeEfficiencyRatio
3,855,OS Scheduling,Lecture,,,,,,
8,408,Network Protocols,Lecture,,,,,,
8,1729,Encryption Methods,Lecture,,,,,,
13,663,Big Data Overview,Assignment,,53.0,0.547,71.038,46.581,9.32
7,456,Network Protocols,Quiz,Hard,,,,,
2,1336,Python for Data Science,Lecture,,,,,,
1,77,Design Patterns,Lecture,,,,,,
1,1657,OOP Concepts,Lecture,,,,,,
1,713,Concurrency,Assignment,,,,,,
5,2183,Cloud Architecture,Lecture,,,,,,
4,1101,Cybersecurity Fundamentals,Lecture,,,,,,
14,2180,Data Structures Overview,Lecture,,,,,,
12,1105,Web Development Basics,Assignment,,,,,,
13,670,Web Development Basics,Quiz,Medium,,,,,
13,1902,Concurrency,Lecture,,,,,,
11,1898,Design Patterns,Lecture,,,,,,
8,1539,Python for Data Science,Lecture,,,,,,
11,1754,Linked Lists,Assignment,,,,,,
7,1914,Cybersecurity Fundamentals,Quiz,Hard,50.0,0.64,77.52,54.57,2.73
10,2108,Sorting Algorithms,Lecture,,,,,,
6,1237,Neural Networks,Lecture,,,,,,
10,1437,Search Algorithms,Quiz,Hard,,,,,
6,1939,Linked Lists,Quiz,Medium,,,,,
13,793,Sorting Algorithms,Assignment,,,,,,
13,703,Network Protocols,Assignment,,,,,,
14,247,Cybersecurity Fundamentals,Assignment,,,,,,
4,1821,Sorting Algorithms,Lecture,,,,,,
14,756,Neural Networks,Quiz,,,,,,
14,2032,Dynamic Programming,Assignment,,,,,,
4,1103,Cloud Architecture,Quiz,,,,,,
1,1633,Cybersecurity Fundamentals,Lecture,,59.0,0.542,71.78,47.054,1.05
2,479,OOP Concepts,Lecture,,38.0,0.5,66.053,45.258,4.53
14,1871,OOP Concepts,Lecture,,,,,,
2,2000,REST APIs,Lecture,,,,,,
8,2203,Untitled,Lecture,,,,,,
13,1700,Search Algorithms,Lecture,,45.0,0.667,72.956,53.611,2.68
7,1381,Cloud Architecture,Assignment,,,,,,
1,658,Dynamic Programming,Quiz,Medium,,,,,
6,1488,Introduction to the Course,Lecture,,,,,,
1,1137,Sorting Algorithms,Assignment,,49.0,0.653,74.837,54.498,2.72
7,1886,Design Patterns,Lecture,,,,,,
7,850,Memory Management,Quiz,Hard,,,,,
15,696,Machine Learning Basics,Lecture,,58.0,0.5,66.293,50.243,0.84
12,1263,Computer Vision Intro,Lecture,,49.0,0.592,72.653,52.576,2.63
2,1659,Web Development Basics,Quiz,Easy,51.0,0.412,65.255,46.114,4.61
12,1102,Untitled,Quiz,Hard,,,,,
12,1918,Sorting Algorithms,Quiz,,43.0,0.535,65.558,46.13,3.08
13,1787,Neural Networks,Lecture,,,,,,
1,1079,Ethics in AI,Quiz,,54.0,0.574,73.944,50.639,3.38
3,1915,Python for Data Science,Lecture,,,,,,
5,600,Database Normalization,Lecture,,,,,,
6,2054,Python for Data Science,Quiz,Medium,,,,,
14,1353,Design Patterns,Quiz,Hard,,,,,
13,1993,Linked Lists,Quiz,Hard,,,,,
7,2111,Web Development Basics,Lecture,,,,,,
1,1955,Concurrency,Assignment,,,,,,
12,393,Encryption Methods,Lecture,,,,,,
15,2037,OOP Concepts,Lecture,,,,,,
4,534,Data Structures Overview,Lecture,,,,,,
8,73,Network Protocols,Quiz,Hard,62.0,0.565,71.968,50.092,2.5
5,2160,Linked Lists,Quiz,Medium,49.0,0.633,69.898,47.8,0.8
6,1445,Introduction to the Course,Assignment,,,,,,
5,302,Network Protocols,Lecture,,,,,,
1,1629,Network Protocols,Lecture,,,,,,
9,1896,Introduction to the Course,Lecture,,,,,,
10,698,Search Algorithms,Lecture,,,,,,
1,439,Trees and Graphs,Lecture,,52.0,0.577,72.154,50.727,2.54
12,822,Ethics in AI,Lecture,,,,,,
12,1451,Untitled,Lecture,,,,,,
3,1988,Computer Vision Intro,Lecture,,,,,,
2,1307,Ethics in AI,Lecture,,,,,,
6,208,Dynamic Programming,Lecture,,,,,,
15,2107,Untitled,Lecture,,,,,,
9,978,Python for Data Science,Lecture,,,,,,
5,1516,Concurrency,Assignment,,55.0,0.636,76.491,55.613,3.71
1,2071,Ethics in AI,Lecture,,62.0,0.548,66.081,56.184,1.87
13,1569,Database Normalization,Lecture,,46.0,0.587,74.217,49.737,1.66
5,707,Encryption Methods,Lecture,,,,,,
15,1227,Database Normalization,Lecture,,,,,,
4,1195,Computer Vision Intro,Lecture,,,,,,
12,223,SQL Joins,Lecture,,,,,,
9,1363,Concurrency,Lecture,,,,,,
2,1476,REST APIs,Lecture,,45.0,0.622,72.178,57.842,3.86
7,1548,Introduction to the Course,Assignment,,45.0,0.556,70.533,49.644,4.96
14,279,Neural Networks,Quiz,Hard,49.0,0.49,64.592,46.951,9.39
11,564,Encryption Methods,Quiz,Medium,,,,,
6,238,Network Protocols,Lecture,,,,,,
13,1246,Concurrency,Quiz,,,,,,
12,660,SQL Joins,Lecture,,,,,,
11,2138,Untitled,Assignment,,,,,,
8,808,Python for Data Science,Lecture,,,,,,
14,1347,Untitled,Quiz,Easy,,,,,
5,1095,Dynamic Programming,Quiz,Hard,,,,,
8,1146,Linked Lists,Assignment,,,,,,
12,1979,Database Normalization,Lecture,,,,,,
1,1614,Python for Data Science,Lecture,,,,,,
5,346,Database Normalization,Lecture,,43.0,0.535,72.581,50.526,1.12
7,895,Ethics in AI,Lecture,,,,,,
11,1108,Concurrency,Lecture,,50.0,0.52,72.96,50.876,0.85
6,820,Concurrency,Quiz,Hard,,,,,
4,1158,Cybersecurity Fundamentals,Quiz,Easy,,,,,
7,427,Web Development Basics,Assignment,,,,,,
10,984,OS Scheduling,Lecture,,,,,,
3,592,Network Protocols,Lecture,,,,,,
12,154,Computer Vision Intro,Lecture,,,,,,
2,2130,Design Patterns,Lecture,,,,,,
3,1056,Computer Vision Intro,Quiz,Easy,,,,,
8,1570,Machine Learning Basics,Quiz,Medium,,,,,
8,860,Neural Networks,Lecture,,,,,,
11,475,Computer Vision Intro,Quiz,Hard,,,,,
6,1697,Dynamic Programming,Quiz,Easy,,,,,
7,816,Python for Data Science,Quiz,Hard,38.0,0.632,75.132,51.874,10.37
9,551,Computer Vision Intro,Assignment,,,,,,
7,104,Untitled,Lecture,,38.0,0.342,51.737,46.074,9.21
15,1900,Concurrency,Lecture,,,,,,
6,1848,Python for Data Science,Lecture,,55.0,0.564,65.727,48.496,
6,1309,Big Data Overview,Assignment,,,,,,
14,2123,Memory Management,Assignment,,,,,,
13,1742,Design Patterns,Assignment,,,,,,
12,394,Indexing & Performance,Lecture,,59.0,0.559,69.356,48.151,1.07
5,1388,SQL Joins,Lecture,,52.0,0.5,59.942,53.617,5.36
2,1016,Sorting Algorithms,Lecture,,,,,,
2,612,Big Data Overview,Quiz,Hard,,,,,
11,1544,Network Protocols,Quiz,Medium,48.0,0.583,72.438,56.2,1.87
1,85,Machine Learning Basics,Assignment,,45.0,0.533,69.978,49.213,4.92
1,89,Big Data Overview,Assignment,,,,,,
4,1015,Machine Learning Basics,Quiz,,,,,,
6,1463,Memory Management,Quiz,Medium,,,,,
9,821,Sorting Algorithms,Lecture,,,,,,
12,1167,Cybersecurity Fundamentals,Assignment,,54.0,0.556,67.537,47.219,3.15
9,1436,Network Protocols,Quiz,,60.0,0.55,67.167,53.697,0.89
5,631,Computer Vision Intro,Quiz,Medium,,,,,
6,47,Trees and Graphs,Quiz,Hard,,,,,
4,1991,Web Development Basics,Lecture,,,,,,
4,1050,Machine Learning Basics,Lecture,,,,,,
11,1907,Database Normalization,Lecture,,,,,,
3,301,Machine Learning Basics,Lecture,,,,,,
